Time,Displacement,Force
"16.4290","13.6456","265.7448"
"16.4490","13.6616","265.6708"
"16.4690","13.6778","265.6247"
"16.4890","13.6945","265.6461"
"16.5090","13.7114","265.6561"
"16.5290","13.7279","265.6330"
"16.5490","13.7446","265.6269"
"16.5690","13.7618","265.6689"
"16.5890","13.7783","265.6426"
"16.6090","13.7947","265.6031"
"16.6290","13.8113","265.6047"
"16.6490","13.8275","265.5403"
"16.6690","13.8441","265.5394"
"16.6890","13.8615","265.5922"
"16.7090","13.8785","265.6098"
"16.7290","13.8954","265.6191"
"16.7490","13.9125","265.6350"
"16.7690","13.9294","265.6407"
"16.7890","13.9458","265.5999"
"16.8090","13.9622","265.5616"
"16.8290","13.9781","265.4933"
"16.8490","13.9941","265.4242"
"16.8690","14.0111","265.4630"
"16.8890","14.0282","265.4943"
"16.9090","14.0448","265.4824"
"16.9290","14.0618","265.5201"
"16.9490","14.0788","265.5812"
"16.9690","14.0956","265.5853"
"16.9890","14.1118","265.5266"
"17.0090","14.1278","265.4529"
"17.0290","14.1441","265.4194"
"17.0490","14.1613","265.4654"
"17.0690","14.1791","265.5468"
"17.0890","14.1959","265.5280"
"17.1090","14.2123","265.4641"
"17.1290","14.2291","265.4890"
"17.1490","14.2457","265.4589"
"17.1690","14.2622","265.4385"
"17.1890","14.2786","265.4045"
"17.2090","14.2946","265.3168"
"17.2290","14.3108","265.2875"
"17.2490","14.3278","265.3233"
"17.2690","14.3449","265.3548"
"17.2890","14.3615","265.3343"
"17.3090","14.3783","265.3387"
"17.3290","14.3949","265.3294"
"17.3490","14.4111","265.2739"
"17.3690","14.4276","265.2490"
"17.3890","14.4441","265.2377"
"17.4090","14.4608","265.2347"
"17.4290","14.4781","265.3018"
"17.4490","14.4953","265.3386"
"17.4690","14.5119","265.3047"
"17.4890","14.5287","265.3067"
"17.5090","14.5457","265.3282"
"17.5290","14.5624","265.3546"
"17.5490","14.5790","265.3506"
"17.5690","14.5953","265.3001"
"17.5890","14.6111","265.2173"
"17.6090","14.6275","265.1866"
"17.6290","14.6449","265.2608"
"17.6490","14.6618","265.2638"
"17.6690","14.6786","265.2573"
"17.6890","14.6953","265.2539"
"17.7090","14.7116","265.2031"
"17.7290","14.7280","265.1808"
"17.7490","14.7448","265.1877"
"17.7690","14.7615","265.1875"
"17.7890","14.7781","265.1655"
"17.8090","14.7952","265.1970"
"17.8290","14.8120","265.1871"
"17.8490","14.8282","265.1355"
"17.8690","14.8453","265.1794"
"17.8890","14.8625","265.2152"
"17.9090","14.8790","265.1732"
"17.9290","14.8953","265.1310"
"17.9490","14.9115","265.0755"
"17.9690","14.9278","265.0290"
"17.9890","14.9446","265.0378"
"18.0090","14.9615","265.0533"
"18.0290","14.9779","265.0319"
"18.0490","14.9942","264.9972"
"18.0690","15.0110","265.0115"
"18.0890","15.0277","265.0399"
"18.1090","15.0445","265.0733"
"18.1290","15.0614","265.0981"
"18.1490","15.0777","265.0518"
"18.1690","15.0943","265.0435"
"18.1890","15.1115","265.0875"
"18.2090","15.1284","265.0844"
"18.2290","15.1453","265.0966"
"18.2490","15.1624","265.1179"
"18.2690","15.1792","265.1131"
"18.2890","15.1954","265.0440"
"18.3090","15.2114","264.9848"
"18.3290","15.2277","264.9541"
"18.3490","15.2443","264.9514"
"18.3690","15.2617","265.0223"
"18.3890","15.2788","265.0416"
"18.4090","15.2951","264.9872"
"18.4290","15.3117","264.9761"
"18.4490","15.3285","264.9802"
"18.4690","15.3451","264.9569"
"18.4890","15.3617","264.9519"
"18.5090","15.3783","264.9270"
"18.5290","15.3945","264.8880"
"18.5490","15.4112","264.8768"
"18.5690","15.4284","264.9266"
"18.5890","15.4453","264.9436"
"18.6090","15.4623","264.9919"
"18.6290","15.4800","265.0930"
"18.6490","15.4965","265.0275"
"18.6690","15.5121","264.9097"
"18.6890","15.5280","264.8404"
"18.7090","15.5442","264.8021"
"18.7290","15.5611","264.8326"
"18.7490","15.5783","264.8721"
"18.7690","15.5950","264.8748"
"18.7890","15.6114","264.8349"
"18.8090","15.6282","264.8446"
"18.8290","15.6451","264.8700"
"18.8490","15.6617","264.8376"
"18.8690","15.6781","264.8172"
"18.8890","15.6944","264.7742"
"18.9090","15.7106","264.7391"
"18.9290","15.7278","264.7929"
"18.9490","15.7452","264.8494"
"18.9690","15.7622","264.8548"
"18.9890","15.7792","264.8722"
"19.0090","15.7961","264.8668"
"19.0290","15.8122","264.8080"
"19.0490","15.8282","264.7470"
"19.0690","15.8446","264.7238"
"19.0890","15.8609","264.7011"
"19.1090","15.8777","264.7043"
"19.1290","15.8947","264.7480"
"19.1490","15.9111","264.7078"
"19.1690","15.9277","264.6992"
"19.1890","15.9448","264.7494"
"19.2090","15.9618","264.7643"
"19.2290","15.9783","264.7495"
"19.2490","15.9945","264.7124"
"19.2690","16.0109","264.7126"
"19.2890","16.0276","264.7234"
"19.3090","16.0449","264.7726"
"19.3290","16.0620","264.8098"
"19.3490","16.0787","264.7838"
"19.3690","16.0956","264.7995"
"19.3890","16.1124","264.7924"
"19.4090","16.1288","264.7484"
"19.4290","16.1453","264.7346"
"19.4490","16.1618","264.7051"
"19.4690","16.1783","264.6745"
"19.4890","16.1951","264.6758"
"19.5090","16.2118","264.6671"
"19.5290","16.2281","264.6327"
"19.5490","16.2447","264.6244"
"19.5690","16.2618","264.6617"
"19.5890","16.2785","264.6626"
"19.6090","16.2950","264.6225"
"19.6290","16.3113","264.5969"
"19.6490","16.3274","264.5361"
"19.6690","16.3440","264.5468"
"19.6890","16.3614","264.6245"
"19.7090","16.3786","264.6495"
"19.7290","16.3955","264.6646"
"19.7490","16.4124","264.6594"
"19.7690","16.4289","264.6435"
"19.7890","16.4452","264.6152"
"19.8090","16.4619","264.6306"
"19.8290","16.4783","264.6071"
"19.8490","16.4945","264.5539"
"19.8690","16.5113","264.5698"
"19.8890","16.5282","264.5850"
"19.9090","16.5448","264.5725"
"19.9290","16.5617","264.6020"
"19.9490","16.5786","264.6092"
"19.9690","16.5948","264.5680"
"19.9890","16.6111","264.5379"
"20.0090","16.6276","264.5234"
"20.0290","16.6443","264.5300"
"20.0490","16.6614","264.5653"
"20.0690","16.6786","264.6038"
"20.0890","16.6952","264.5823"
"20.1090","16.7119","264.5682"
"20.1290","16.7292","264.6206"
"20.1490","16.7461","264.6042"
"20.1690","16.7625","264.5645"
"20.1890","16.7787","264.5097"
"20.2090","16.7944","264.4210"
"20.2290","16.8108","264.4246"
"20.2490","16.8280","264.4725"
"20.2690","16.8451","264.5042"
"20.2890","16.8616","264.4760"
"20.3090","16.8783","264.4760"
"20.3290","16.8948","264.4624"
"20.3490","16.9110","264.4127"
"20.3690","16.9276","264.4158"
"20.3890","16.9444","264.4293"
"20.4090","16.9611","264.4240"
"20.4290","16.9782","264.4636"
"20.4490","16.9951","264.4795"
"20.4690","17.0116","264.4490"
"20.4890","17.0283","264.4580"
"20.5090","17.0455","264.4909"
"20.5290","17.0622","264.4952"
"20.5490","17.0786","264.4568"
"20.5690","17.0948","264.4173"
"20.5890","17.1106","264.3507"
"20.6090","17.1272","264.3535"
"20.6290","17.1446","264.4502"
"20.6490","17.1616","264.4761"
"20.6690","17.1782","264.4617"
"20.6890","17.1948","264.4596"
"20.7090","17.2114","264.4370"
"20.7290","17.2279","264.4383"
"20.7490","17.2446","264.4289"
"20.7690","17.2610","264.4105"
"20.7890","17.2775","264.3824"
"20.8090","17.2944","264.4081"
"20.8290","17.3114","264.4317"
"20.8490","17.3280","264.4178"
"20.8690","17.3452","264.4697"
"20.8890","17.3624","264.5069"
"20.9090","17.3788","264.4641"
"20.9290","17.3951","264.4235"
"20.9490","17.4112","264.3774"
"20.9690","17.4275","264.3412"
"20.9890","17.4446","264.3843"
"21.0090","17.4619","264.4204"
"21.0290","17.4784","264.4037"
"21.0490","17.4948","264.3681"
"21.0690","17.5116","264.3805"
"21.0890","17.5281","264.3764"
"21.1090","17.5447","264.3561"
"21.1290","17.5614","264.3765"
"21.1490","17.5778","264.3422"
"21.1690","17.5944","264.3453"
"21.1890","17.6114","264.3715"
"21.2090","17.6280","264.3608"
"21.2290","17.6450","264.4316"
"21.2490","17.6627","264.5241"
"21.2690","17.6797","264.5300"
"21.2890","17.6956","264.4484"
"21.3090","17.7115","264.3680"
"21.3290","17.7276","264.3329"
"21.3490","17.7441","264.3218"
"21.3690","17.7615","264.3953"
"21.3890","17.7785","264.4097"
"21.4090","17.7947","264.3533"
"21.4290","17.8111","264.3361"
"21.4490","17.8279","264.3546"
"21.4690","17.8448","264.3638"
"21.4890","17.8616","264.3714"
"21.5090","17.8781","264.3526"
"21.5290","17.8944","264.3177"
"21.5490","17.9110","264.3161"
"21.5690","17.9281","264.3502"
"21.5890","17.9449","264.3718"
"21.6090","17.9621","264.4049"
"21.6290","17.9796","264.4695"
"21.6490","17.9961","264.4187"
"21.6690","18.0121","264.3511"
"21.6890","18.0281","264.2858"
"21.7090","18.0440","264.2285"
"21.7290","18.0608","264.2555"
"21.7490","18.0782","264.3134"
"21.7690","18.0951","264.3262"
"21.7890","18.1112","264.2735"
"21.8090","18.1278","264.2820"
"21.8290","18.1450","264.3827"
"21.8490","18.1619","264.4149"
"21.8690","18.1783","264.3781"
"21.8890","18.1945","264.3267"
"21.9090","18.2107","264.2867"
"21.9290","18.2279","264.3395"
"21.9490","18.2454","264.4037"
"21.9690","18.2624","264.4184"
"21.9890","18.2792","264.4198"
"22.0090","18.2960","264.4152"
"22.0290","18.3122","264.3678"
"22.0490","18.3283","264.3148"
"22.0690","18.3447","264.2971"
"22.0890","18.3611","264.2870"
"22.1090","18.3779","264.2973"
"22.1290","18.3949","264.3352"
"22.1490","18.4113","264.2945"
"22.1690","18.4278","264.2925"
"22.1890","18.4449","264.3330"
"22.2090","18.4616","264.3298"
"22.2290","18.4782","264.3210"
"22.2490","18.4945","264.2846"
"22.2690","18.5108","264.2636"
"22.2890","18.5273","264.2569"
"22.3090","18.5447","264.3219"
"22.3290","18.5620","264.3771"
"22.3490","18.5788","264.3734"
"22.3690","18.5959","264.4027"
"22.3890","18.6126","264.3890"
"22.4090","18.6287","264.3221"
"22.4290","18.6451","264.3032"
"22.4490","18.6615","264.2780"
"22.4690","18.6778","264.2470"
"22.4890","18.6946","264.2665"
"22.5090","18.7117","264.2987"
"22.5290","18.7284","264.2932"
"22.5490","18.7448","264.2599"
"22.5690","18.7615","264.3128"
"22.5890","18.7784","264.3687"
"22.6090","18.7951","264.3449"
"22.6290","18.8116","264.3282"
"22.6490","18.8277","264.2724"
"22.6690","18.8445","264.2854"
"22.6890","18.8619","264.3570"
"22.7090","18.8788","264.3544"
"22.7290","18.8953","264.3446"
"22.7490","18.9122","264.3517"
"22.7690","18.9290","264.3627"
"22.7890","18.9453","264.3247"
"22.8090","18.9619","264.3132"
"22.8290","18.9784","264.3022"
"22.8490","18.9945","264.2544"
"22.8690","19.0113","264.2840"
"22.8890","19.0282","264.3069"
"22.9090","19.0448","264.2937"
"22.9290","19.0616","264.3086"
"22.9490","19.0785","264.3301"
"22.9690","19.0949","264.3008"
"22.9890","19.1111","264.2699"
"23.0090","19.1276","264.2552"
"23.0290","19.1444","264.2686"
"23.0490","19.1615","264.3066"
"23.0690","19.1788","264.3559"
"23.0890","19.1954","264.3445"
"23.1090","19.2121","264.3269"
"23.1290","19.2291","264.3563"
"23.1490","19.2456","264.3312"
"23.1690","19.2622","264.3170"
"23.1890","19.2788","264.3098"
"23.2090","19.2950","264.2536"
"23.2290","19.3112","264.2215"
"23.2490","19.3277","264.2034"
"23.2690","19.3444","264.2236"
"23.2890","19.3611","264.2412"
"23.3090","19.3782","264.2901"
"23.3290","19.3953","264.3941"
"23.3490","19.4120","264.4041"
"23.3690","19.4284","264.3751"
"23.3890","19.4446","264.3234"
"23.4090","19.4610","264.2999"
"23.4290","19.4782","264.3466"
"23.4490","19.4953","264.3788"
"23.4690","19.5119","264.3584"
"23.4890","19.5287","264.3766"
"23.5090","19.5459","264.4079"
"23.5290","19.5626","264.3995"
"23.5490","19.5787","264.3506"
"23.5690","19.5948","264.3007"
"23.5890","19.6107","264.2479"
"23.6090","19.6273","264.2514"
"23.6290","19.6447","264.3282"
"23.6490","19.6616","264.3358"
"23.6690","19.6782","264.3325"
"23.6890","19.6949","264.3410"
"23.7090","19.7113","264.3083"
"23.7290","19.7279","264.3102"
"23.7490","19.7448","264.3220"
"23.7690","19.7614","264.3172"
"23.7890","19.7778","264.2865"
"23.8090","19.7947","264.3022"
"23.8290","19.8119","264.3476"
"23.8490","19.8288","264.3466"
"23.8690","19.8458","264.3777"
"23.8890","19.8626","264.3757"
"23.9090","19.8790","264.3355"
"23.9290","19.8953","264.3003"
"23.9490","19.9116","264.2533"
"23.9690","19.9280","264.2190"
"23.9890","19.9447","264.2236"
"24.0090","19.9615","264.2719"
"24.0290","19.9783","264.3383"
"24.0490","19.9950","264.3525"
"24.0690","20.0117","264.3401"
"24.0890","20.0281","264.3156"
"24.1090","20.0446","264.2924"
"24.1290","20.0614","264.3164"
"24.1490","20.0777","264.2738"
"24.1690","20.0942","264.2699"
"24.1890","20.1114","264.3210"
"24.2090","20.1284","264.3385"
"24.2290","20.1453","264.3588"

